title,product,rating,text,rew_body,reviews
Kinivo Mini Portable Speaker with Rechargeable Battery and Enhanced Bass Resonator,Electronics,4,"Charging is quick & easy as is operation (would have been nice to have in the product directions that the sound on the speaker doesn't seem to do anything, but that to increase the sound, you need to increase volume on your device, iPad in my case).  Sound is surprisingly good.",0.9371,positive
Apple iPod nano 8 GB 6th Generation,Electronics,5,"She loves and uses it all the time, has capacity to store tons of music, pod casts and what ever she wants or needs.",0.5719,positive
SOUL by Ludacris Ultra Dynamic On-Ear Headphones,Electronics,5,"Great headphones!!! Like them better than Beats.  They also came with an AUX cord.  I'm enjoying these headphones and hate I didn't order multiple.  Shipping was fast, I received them within two days.",0.8772,positive
Sony MDR-XD100 Stereo Headphones,Electronics,5,"I like these headphones, they can get very loud. I use them as a drum mon powered by a behringer ha400 I think and it works great. I would recomend the headphones to anyone.   And this one good thing to know: it dose have a 3.5 mm headphone jack (standard headphone jack you would find on a iPod, iPad or computer) and it dose come with a 1 4 to 3.5 mm adapter if you are using it in a pro application with a mixer or something like that (sometimes on a home stereo)",0.9001,positive
ORCA Nautilus Outdoor Antenna - ALL WEATHER OUTDOOR DIGITAL HD YAGI ANTENNA,Electronics,5,"I live 30-60 miles from the TV transmitters. Bought a powered RCA indoor antenna first that would only pick up PBS channels on VHF. Just got this ORCA antenna today and hooked it up inside the house and I get 11 channels perfectly on the UHF band but no VHF yet. That may improve when I mount it outside, but even if it does not, I'm still very impressed with the perfect reception on the channels the ORCA antenna does  get.",0.9359,positive
SPT-106-PB 3-Speed USB Turntable/Vinyl Archiver with Built-In Speakers & AUX line-out,Electronics,4,I didn't think I was going to get much for the price but it turned out great!  This was a gift for my granddaughter who is back into vinyl and she loved it.  Shipping was very quick too.  I would recommend.,0.9656,positive
Antennas Direct,Electronics,2,"This antenna really did not provide any better signal then the 6&#34;x6&#34; metal plate version we had prior.  In all honesty, it really is not even close to being worth the money that is charged for it.  I wouldn't purchase this again.",0.2249,positive
Machspeed Trio 512 MB MP3 Player,Electronics,4,"Great little unit, no software required to use it, just plug it in to the USB port and drag songs on to it! As for actual use it was kind of mystifying until i called their tech support (who spoke english!) and they explained that the little toggle switch on top fo the mp3 player is also a mode switch to get between menus. All in all a great buy, good sound, good price, and easy to use (once i figured out the mode switch).",0.9593,positive
iHome iP11 Spacesaver Alarm Clock for iPod and iPhone,Electronics,1,Doesn't work. My daughter was disappointed... Now I'll have to deal with trying to return it 👎👎,-0.4767,negative
Apple iPod nano 4 GB Pink,Electronics,3,"After exhausting research and sound testing, I purchased speakers, only recently, for the Nano (perhaps the best available portable speakers now, Altec-Lansing InMotion IM7) and the new improved, second generation Nano will not securely fit into the dock of these beautiful speakers! Why did Apple feel the need to move the docking and headphone jacks? Whatever happened to backwards compatability in electronics? The Nano will fit but  only if you don't use the supplied Nano adapter which holds it snug in it's dock. It will now have to sit loosely while docked and so there goes my portability with this system and lose one of it's many/best features that made the IM7 a solid choice over the Bose and the Apple Hi-Fi. I hope  Altec dsigns a new adapter for this generation Nano. I suppose I have to buy new Apple speakers/Dock made just for this unit. That is until the 3rd generation of Nano comes along that won't fit in the second generation designed speaker/dock accessories. What a joke! I am in the process of trying to cancel my order for the Nano before they engrave it. Originally I wanted the Sandisk Sansa e270 because it had more memory, bigger screen, will play video and pictures, not to mention FM radio and additional 2GB storage via SD memory disk and easy user battery change. It was also considerably cheaper. But... It would only play on my InMotion speakers by using the aux in cable... so I balked on the Sansa  opting for the Nano's docking ability instead. So much for that. Goodbye Nano, Hello Sansa.",0.9572,positive
SOL Republic Jax,Electronics,1,"This product is an absolute disgrace.<br /><br />The description claims to be high quality sound, but they sound like I'm listening to a neighbor's music through their wall.<br /><br />Anyone thinking of buying these, do yourselves a favor and get Skullcandy Ink'd 2 earphones instead, I bought them after this and can say they're 1000x better for half the price.",0.8922,positive
Creative MuVo TX FM 1 GB MP3 Player,Electronics,5,"One battery on this little thing lasts about 2 days with 8 hour play time each day.  The system is user friendly, and the USB socket is pretty much recognized by all computers without any necessary installation.   <br /> <br />I transferred files by just drag and drop.  Can't be any simpler than that.  No softwares necessary for the MP3's.  Which is great compared to IPOD and the ITUNE stuff.     <br /> <br />I have accidentally dropped this a few times while exercising, but since this thing has no MOVING PARTS (such as a hardrive), unlike the medium size Zen, IPOD Mini or anything else like that, it didn't break.  (I accidentally, broke my IPOD mini when I was exiting my car.)  I think this MuVo is even more indestructable than a cell phone.   <br /> <br />I take this to my car and home.  Works great.  Sounds pretty good if you plug it into your home stereo system or car stereo system.  The key is to turn the MuVo's volume down to save battery while turning up the volume on the interface equipment. <br /> <br />One down side is that when the battery is about to run out, the songs start skipping lyrics.  That's a good indication of when to change the battery. <br /> <br />",0.9786,positive
Aurum Ultra Series Toslink Cable - Digital Optical Audio Cable,Electronics,5,I ordered two cables  when we relocated my stereo further from the television and DVD player.  These cables worked well.  No problems and I would recommend them again.,0.7057,positive
Creative Zen Vision W 30 GB Widescreen Multimedia Player,Electronics,5,"I just got this for x-mas and  I haven't been dissapointed with it in the least I think the video quality is excellent for what you have and i think the software is very user-friendly. I have only experienced the player freezing up on me once and all I had to do was take the battery off and put it right back on. As far as the resolution on for pictures is concerned, again I think it is great for what you are getting. I bought the flash card adaptor in order to just take the SD memory card out of my digital camera and download directly to the vision W. I love this device and so will you!!!",0.938,positive
"Burton Technologies EPB-CRYSTAL Acoustibuds Flexible Sport Tips for EarPods, earphones and Bluetooth, 2 Pair, 2 Sizes, CRYSTAL",Electronics,5,"[[VIDEOID:91a5f17494b27fb3ac901c0473362343]] This is a review of Burton Technologies clear Acoustibuds. I was provided a free sample.<br /><br />OK, I was extremely skeptical that these would amount to much. But I have to tell you that they turned my Apple earbuds, that constantly fell out of my ears, into earbuds that not only stay in my ears now, but sound better too.<br /><br />These are very soft silicone and fit very comfortably in my ears. The silicone also makes these more grippy in my ears and my earbuds no longer continually fall out of my ears during activity.<br /><br />Not only do they fit better, they have added a small measure of passive ambient noise reduction and marginally improved the bass that I perceive.<br /><br />So my earbuds fit better, are more comfortable, don't slip, have better ambient noise reduction and have improved the sound characteristics. I'd say that makes these a product to consider. I do think these are priced a bit on the high side, but thats for you to decide and I have not factored price into my rating.",0.9889,positive
